0	missing	Man repts. witnessing flash, followed by a classic UFO, w/ a tailfin at back. Red color on top half of tailfin. Became triangular.
1	missing	Man on Hwy 43 SW of Milwaukee sees large, bright blue light streak by his car, descend, turn, cross road ahead, strobe. Bizarre!
